"ChIJATG3wyYYQ0gRX1O63b4Eu6k","Ard Scoil na nDeise, Dungarvan, Co Waterford","Ard Scoil na nDeise","226","175","G","45.7","79.6","0","368","15.2","CmRaAAAA1tzGxm85G6r15isnEbIoB24atUnH5L7bCY3bqhnrai16BYaU1Uv4KxRjvz7J3E9R2W4n0dD1ToiW0GzQsikJHj_ro2pH1A5ADF4CyOsQ_i-h21Vqx2XpeFfaszD-IqgJEhDhNn45p2lfy6Hh9v3z_8l-GhSvOQ5VHaSEUdL2Jm_LwA3RrmUgCA"
"ChIJb3DZS0BcW0gRVqfSyHg8Fqc","Ardscoil Mhuire, Corbally, Limerick","Ardscoil Mhuire","314","250","G","39.6","69.1","0","459","15",
"ChIJa2KxRP0xQ0gRiX0OQnvawmc","Ardscoil na mBraithre, Clonmel, Co Tipperary","Ard Scoil na mBraithre","368","329","B","35.8","73.9","706","0","13.9",
"ChIJCWRtZ_JvXUgRdsLPm1Z2vHk","Ardscoil na Trionoide, Athy, Co Kildare","Ardscoil na Trionoide","312",,"M","39.6","72.5","417","414","16",
"ChIJBStN008OZ0gRvZYZRX2aIFQ","Ardscoil Ris, Griffith Ave, Dublin 9","Ardscoil Rís Secondary School","158","138","B","52.3","93.1","526","0","15.9","CmRaAAAA55qydHxxZ_5sNtQ89B56Zw90LuYx65RCK56ZlK7QiReU9d1lBVDkBsfITV4PwuZqAygFoTwnQTBYX8ITYJftueawXaLvd-3P8fq5kzG39zlGIcVnqQ5XUauJtYsVq9ChEhAxNqTNov3pnQhvbYkD2WTpGhQrdW-XTpBH2qLR2YXVfZw8duX67A"
"ChIJ2_VD1FBoXEgRT7jLSpOX9bs","Ardscoil Ris, Nth Circular Rd, Limerick","Ardscoil Mhuire","24","36","B","74.7","100","744","0","15.1","CmRaAAAADDaWNewbMCfy8EotF-H-C2PcYa1_oNXAYWdyJr11p7MC9ZGsSeUpJhM6bXHZ1mqwbLVQhL3hLEXdB_qhze_wgIN3FXc1dybDAj3-0mNib9VN9cdKdfkAU5ut4gZnJZ8QEhB874l3LBIQWcKtsZgZm_m8GhTHjwgJzK7ufrug8SerlxWqrqIdQg"
"ChIJs6HMUCj0REgRqBF7KlQdZvI","Ardscoil Ui Urmoltaigh, Bandon, Co Cork","Hamilton High School","83","56","B","61.5","96.5","379","0","14.5",
"ChIJNSUMYeoUZ0gRkX5jxqKNOaA","Ashbourne Community School, Deerpark, Co Meath","Ashbourne Community School","240","290","M","44.7","85.1","600","472","14.8",
"ChIJq60xs7aaREgRsS6Qx-q1QRY","Ashton School, Blackrock Rd, Cork","Ashton Comprehensive School","94","98","M","60.7","93.1","282","244","14.3","CmRaAAAAUisgfqHzCJ_8TNXwWQsXyeqIt-rnq7Do3DRdAEU5ml4_2YXh6Z5LFhaFVgQ8zffYGj0g8_88NJ8mg4Mhlk3uo2OsdtcKpgribTgTzInKaxfsMe4KBnA_CpKzS7r3SXQdEhDySFRmY2Az80PqafmYiqI4GhS3re7-1hw7fSrFX419H-2q-bJT2Q"
"ChIJy2BX7QxJXEgR0GlNL7tKrBc","Athlone Community College, Retreat Rd, Co Westmeath","Athlone Community College","284","368","M","41.2","88.4","594","524",,
"ChIJex5iWNlaWUgR0aKBSlnp3vY","Balia Secondary School, Balia, Co Mayo","Balla Secondary School","274","272","M","42.1","89.5","154","107","12.5","CmRaAAAAlLg_h0CyZ5kxdzFcZfyaPz5bfmj6bjdj_29nGqv90Bnf0IZG61rkFGjfrmdvIQ0RGTToacn9mzHXuWM1Kp6NU3ecWDyZ1k0b3Uuh_sVDppiKWwHxryg18C5W1vnyLBbpEhAhAErRHQPqFrYAkmT-CTjkGhTnKBTTN73OY5HNv0Cvt7D2dzQBDQ"
"ChIJgz9EsF9kXkgRSua8vkFaGX4","Ballinamore Community School, Ballinamore, Co Leitrim","Leitrim County Library","110","102","M","58","84.5","158","161","13.5",
"ChIJO_idY26SREgRL0Qsow9CdYo","Ballincollig Community School, Ballincollig, Co Cork","Ballincollig Community School","204","251","M","47.8","82.6","405","386","14.7","CmRaAAAAZ_y0bel44Ya5cOg7z4SecK5CZeosoNND3QTTZzARzciRxKIuiHzPqqkkW2wfuMWWvatt7RcDugObKVpzcUHoMi3aU6-CDqQsmLIC1eHN_qbxbDvGIrfw4DP7sf8gBimOEhApsOVnpsAo94hAQwXuzXAoGhQkjZL_zB6um-PfwpHnSvQ7jAHjFg"
"ChIJGc36hsg8Z0gR3sUgSz8vZa8","Ballinrobe Community School, Ballinrobe, Co Mayo","Ballinrobe Community School","276","313","M","42.1","70.5","311","318","14.5","CmRaAAAABuVPcID1sUzDOkrwoe-o0PSLTRPd91w_3j5V8P7rf3WgeLlFJgvDFCTvZ9ETh8w6TzEWCLGdNRiRE9q2q05H1WLyBTU23H1yDKuJI01kCmo-g_WykTt6Zhdg4eslMvlNEhD09dXO6mlrF3RX8IbxhT1hGhTiNYlGne6i762bDiaaJF2ISI0ABA"
"ChIJJ9nOTJ6qXkgR-N-l5Lze62M","Ballyhaunis Community School, Ballyhaunis, Co Mayo","Ballyhaunis Community School","343",,"M","37.8","73.8","257","282","13.8",
"ChIJ6Vm4FS70REgRphK181IGUmM","Bandon Grammar School, Bandon, Co Cork (B)","Bandon Grammar School","229","207","M","45.6","69.1","358","302","17.4","CmRaAAAAcgE5a39TRCR8a_3gt_4XZGRLK9WWd6EHGBInThfO37xGHK3zuxT9QrxcMjxWSS76juey533za4pNsi46SIkTAisfl0RJEI8ANYGxEBTBivrbiSy6wxbOkwHXrYw-JNJ6EhBNyjs36bpAuulpmDcLSW0ZGhQfRDzNeLNAfeCt74kj-6BQuetazg"
"ChIJM0LpiEx-RUgRJMwY5MahMsY","Beara Community School, Beara, Co Cork","Beara Community School","342","304","M","37.8","79","178","149","11.4",
"ChIJTcaPW4cOZ0gRVgqU3H63398","Belvedere College, Great Denmark St, Dublin 1","Belvedere College SJ","15","23","B","78.7","98.1","1011","0","19.6","CmRaAAAAoVbsayb6bD38SaLfSZ6KTMEawufZiGcgLQvvtZm5APt1eDvsAxACjXQRpsmZvjigowkxoYIU5I4ajmUPbeQ5Rx6XbnVSPHL9M4ofZg4uAfzEsssJDfFIbk4SHdL9sSj2EhDg6ooa4YtP9ghjl3JjyElPGhS2DAM9Fmq7qLsu9MSTzbNf-r8zwQ"
"ChIJUVrVbdAIZ0gRC3qozmRomPQ","Blackrock College, Blackrock, Co Dublin (B)","Blackrock College","21","26","B","76.5","100","1014","0","19.5","CmRaAAAAO4Dd0_GbzpPLpJL2RMszal_bvDJ7N9MJLhJ8Ox7LOgLrEwcuuXUpQ4EhuAYNkWn3hGgXpc7_0YVLhuPDZuVShaXgERJXVsahjLSCyiQIzCnZuCdMNRUBWeT1Mw81SOTvEhDmMbAqAzW0zaJlHm0b22-LGhQz5WaDj-799Yyl5uui3JrYK-N9Gg"
"ChIJ_8SqWKBBQ0gRL8971dOCWsU","Blackwater Community School, Lismore, Co Waterford","Blackwater Community School","322","303","M","39.2","75.7","391","393","14.3","CmRaAAAAmuMZsntm6Y0egBj09xGcGYuZlGRZNT4qtY59XwCHUQRhpi8o0gRdjI-0cVaJTPFnLUQsjUfZ4KHQph4kkzNntiGqvrl03zvXnKUjLP0Wj8DVmduIfY4pPWCnczmhKaUzEhBUVEeB1uITMx1MEAUXXaXhGhRaHZY1b7z9B0LoEHV16nhbNJ83OA"
"ChIJL6Zg30LaREgRtlrLkLZaKGA","Boherbue Comprehensive School, Mallow, Co Cork","Boherbue Comprehensive School","217","194","M","46.6","80.4","150","171","12.7",
"ChIJKUW6qWNOXUgRpBR759kEqi4","Borris Vocational School Borris, Co Carlow","Borris Vocational School","366","369","M","35.9","74.7","273","238",,"CmRaAAAA73WUmZRpEJrWfV4CSV4zVcOofsvlkAlTCAt9c4fx536UqU1WQ_reO0-mmelli0eeYsM5otco9TceTzULkXmapBz2NL4QzX-cbLquAugzpy2q7_5WZ-NhKGhwevbMuo6cEhBrrx6q_gfrClEdXyeDbWyWGhQWmmgmIXuJcKX0pL91QFlI1OgygA"
"ChIJP1zJ-sSMXEgRMaF-Jnd2ltk","Borrisokane Community College, Borrisokane, Co Tipperary","Borrisokane Community College","259","287","M","43.1","77.5","306","282",,
"ChIJxZz1rgReZ0gR6fX9KlivnSg","Boyne Community School, Trim, Co Meath","Boyne Community School","294","331","M","40.7","71","601","144","12.5","CmRaAAAA5dbDa_BsWTCThRQQDdwIhOoGyEJeiaj9J5sSnvZzxe6qO3fR7nIO6Js1_8K0I2jdQSvWRR7ImHfmz5Bg8OPfy_UPD8WbfaMvsTl7VcVmpyLQXmSxDvEhW78bZXIBXZl_EhCh7w-jIqklPetq3Wpp57wwGhQcbGmufBRvqjpk2CMYCHwuCbP6jg"
"ChIJbfOiX0qQW0gR9zEHUF-GRFw","Calasanctius College, Oranmore, Co Galway","Calasanctius College","99","125","M","60.2","93.5","438","412","15","CmRaAAAAt5-bsa82-BwaWpZ0-n64SQVkCFqnPfG_HIN5anRMjakAKHR-q9m6hLfzWTNq7_0rcQNPYbYqA7YAveniSaLr374K-0PgfKr5qDVw7XCoWQK8Bh3QGVHJ6X3wsUokAK_8EhCEeo5OenUNlhmHUSu7nY5-GhTT2oqcc2frpjKSLGTqPcnZ--NOwQ"
"ChIJXynn6FI9X0gRJpaDWjEeIIc","Carrick Vocational School, Carrick, Co Donegal","Carrick Vocational School","267","233","M","42.5","89.6","129","98",,
"ChIJc5ycxsqFREgRQNjCQDXFlGw","Carrigaline Community School, Carrigaline, Co Cork","Carrigaline Community School","278","240","M","42","81.8","572","580","15.1",
"ChIJV73Vu1ZwXkgRTlKPyDCW9IM","Carrigallen Vocational School, Carrigallen, Co Leitrim","Carrigallen Vocational School","302",,"M","40.1","73.5","169","135",,
"ChIJxSHRttzLXEgRZoKNwElWdbs","Cashel Community School, Cashel, Co Tipperary","Cashel Community School","331","394","M","38.7","69.4","434","393","14.6",
"ChIJBwv9vzc-XUgR5smoVCN1Ois","Castlecomer Community School, Castlecomer, Co Kilkenny","Castlecomer Community School","391","360","M","34.6","67.9","287","278","13","CmRaAAAAJqKemKZ4Av1E6aem8bKVL3lnTO0WTrQiiv0yu-jtfRZDiGACy2yCWvx685rMmyIzDpYAvy-wrNmn2NiVtNq6SLWHGBfZHuzWcmRcXIE73u4lfSPDM6iN2z9m1fb-61_DEhAHClIarJRoCC3W53UG8kH1GhSApQW4BhKI7PSmkV5sDo-47NvZQw"
"ChIJWVrwyRouRUgRV8HrJnGRX08","Castleisland Community College, Castleisland, Co Kerry","Castleisland Community College","347","356","M","37.5","78.5","129","102",,"CmRaAAAAnXqJT5bb0-EJEuB12-G59addSecVXaJNssZ-V0zzQhTfGVRM51tDrhndRKHb6KvA9eF_u7kkWEXgFkskfYp-rH0TvH1_ixlSW1QY4DGZmRXNGpqZQk-NqA2MAVCdyWJwEhDhNSnbOVwTiW-9YBganfX9GhTzd38zfV0Shy0iqRjjI1nvkqXX2A"
"ChIJmRJw4zgNZ0gRMDnnNkBFwjw","Castleknock College, Castleknock, Dublin 15","Castleknock College","12","10","B","80.8","98.3","644","0","19.5","CmRaAAAA-ru_dAMFkhq2DZfOtBDFAczsEJ_AnQ25H2TrQoovRhEQqnnqd1sr3_zBQfYl8Hylyevc2Fdf7RrmK9_2LaLAQDNpcfQXmBuKnvv85S3yFMXE7IKuHnMiqOkbpdTYGloREhAJax5YMVDO6kcbDA5HxgCaGhRm4rg4zHlWrAlR66GrfTFn8klaxQ"
"ChIJl4YMnLVyZ0gRw10fiexSisM","Castleknock Community College, Castleknock, Dublin 15","Castleknock Community College","103","109","M","59.4","92.4","551","604",,"CmRaAAAAu9iYz_YAeacxLmw6SkTOG2pL1UaBo3zuY0MuDe44jTVWzN_5XkISO4SfQ-eLDSILbCSCLWHzS_fD2ARGkHD4Av_tY4wIFJ5V5ESoBaS9sBjBfFE11pJA-IdZWxYAjrE0EhAhh7grok9drEhPvaz5gr08GhSb1HdNJn6-4UZ4QSC8qajkWzYrUg"
"ChIJ3eSNRcteW0gR3CMiFQmYyHk","Castletroy College, Newtown, Co Limerick","Castletroy College","64","42","M","64.3","91.2","628","592",,
"ChIJt9cchZgOZ0gRwW78_VEIEXw","Catholic University School, Lwr Leeson St, Dublin 2","Catholic University School","37","30","B","69.1","100","469","0","19.8","CmRaAAAA35g_Uo63kdmc7RJQHpczV27EL4Gh-4IuarsZkxL4j42Ch0Ee-nMcMMDNlivKJgBiHFweov3E3Y9HWGwf690eX1gfyuG1OFIot8yxl3uc23ooJ9tPK1WVBEDUmyfTdhLLEhAGn3nXYpZRd8FPLw59DRMvGhSlG3y8lEIN6m1N8x9IgOD_L7UZSg"
"ChIJY6fZmSMGZ0gR8VaouhFwSXo","CBC, Monkstown, Co Dublin","Christian Brothers College","71","66","B","63.2","97.4","450","0","18.9","CmRaAAAArM9-p-rcRud1VrhaZOwlKoadC9JDvdI-gLzD2E2YENNEUtg_Ia08PkoXW2YgDeRqKPSK_Qf80kQysk3lL8ObjO_XpVVBTkenRHlAlaozbLV2-T1uFA07QxRIQgVk_rqREhBQGi70eWnYMtNY9XBMgEeAGhTeG-fLVlOiWXrvrna12eU7XEXtOg"
"ChIJGbnC_bE8XEgRpsiBhhwEnIQ","CBS Roscommon, Abbeytown, Roscommon","CBS Roscommon","157","141","B","52.4","85.8","348","0","13.5",
"ChIJNTHQZcDEXEgR2OWQAC2pL5o","CBS Thurles, O’Donovan St, Co Tipperary","Christian Brothers Secondary School","330","296","B","38.7","74.7","700","0","15.4","CmRaAAAAZH9KoQQNGOaELIwqmV5I4JdLRAsWPH0OlssgGFxZXSa6v3TrVXD9LNsqL3QTNSnlexJoF9p0r-PCC1n-X6ep1tlcOjBxQtB_-nqZ02vzuE8_wDWbJ4siB-XC3adLB1lBEhC6SwI7421iHOMsNseV_aFUGhSsBeM06g5oC98f5QotTTAgftU2zg"
"ChIJpbnsMtN8Q0gRzEuRJ5BaMsM","CBS, Midleton, Co Cork","Christian Brothers Secondary School","299","241","B","40.4","77.7","695",,"15.6","CmRaAAAAZH9KoQQNGOaELIwqmV5I4JdLRAsWPH0OlssgGFxZXSa6v3TrVXD9LNsqL3QTNSnlexJoF9p0r-PCC1n-X6ep1tlcOjBxQtB_-nqZ02vzuE8_wDWbJ4siB-XC3adLB1lBEhC6SwI7421iHOMsNseV_aFUGhSsBeM06g5oC98f5QotTTAgftU2zg"
"ChIJq3SICBNXQ0gRI-OtTrTFDWI","CBS, Mitchelstown, Co Cork","CBS Mitchelstown","133","193","B","55.3","88.4","310","0","11.3",
"ChIJ2YB9S_yPREgRIStAVE5_fdM","Christ King Girls’ Secondary School, South Douglas Rd, Cork","Christ King Girls Secondary School","135","99","G","55.2","80.8","0","903","14.7",
"ChIJ48s9NwyQREgR5D2yJD2iYa4","Christian Brothers College, Sidney Hill, Cork","Christian Brother’s College Cork","8","14","B","83.4","100","903","0","19.1","CmRaAAAAY3EWJ38DhU9v6OgOFU_qlwws-sfSijk9d9NdPjL6-HGkEQ5_XqPTWZio42KN4z_HmM4cVd2NymKxVP8-fRgcBX1uYetQcvx2-aHJ3SqmHcRaRi0q6pGTBK5-Y_RULEJyEhD5XHgP6qJ5vbV_1lL80EulGhTg5oMOI1calqOda281NaxWZNY_ug"
"ChIJ9T4Xc7L6XEgR3qYttKMbmtI","Cistercian College, Roscrea, Co Tipperary (B)","Cistercian College Roscrea","17","16","B","77.3","98.1","173","0","16.1","CmRaAAAAMKPDIQvRSurVjecyRpL4DB7goa_FXjiakoHoTkDfarCgOee7yqLqUg9zOvNCDK4Lc7VC5HkgCpmECNsIFYr4tMojaNcu0bpURoQ06YNF1gjYjm6fcyDhZ2OopPlPy5xbEhB0lZkHJqVCNKMHyDlEd921GhSgy1PFBsj5oMJUcTsg12pNlrRT9Q"
"ChIJQTJviVo7WkgRX9ilNUMrFDU","Clifden Community School, Clifden, Co Galway","Clifden Community School","319","239","M","39.3","72.8","220","181","12.7",
"ChIJgSsqWRh5Z0gRpFH3-vFw4Q4","Clongowes Wood College, Clane, Co Kildare (B)","Clongowes Wood College SJ","33","22","B","71.3","100","434","0","19.6","CmRaAAAAVXYnBN4y4x3oaF6wU4kCXLPXOhYs0ms71bcq0NvGLFjFmTJfbcyJMniL6yCrx9ZPgPISpsKRgf6LBr0ybzytRu-efDiQXYHESTrndBX5m-AQiBeEpqwlMws5eDj8dSn-EhA89psaKibalHkTc2-d1rRhGhRZv_o-sUQY2F8zL-beBfcVWK_A7w"
"ChIJuQA6p5beXUgROx8ON_ha3mE","Cnoc Mhuire, Granard, Co Longford","Cnoc Mhuire Secondary School","400",,"M","33.8","67.5","221","239","16",
"ChIJYckCCynsREgRkxik-QPvyvo","Coachford College, Coachford, Co Cork","Coachford College","350","309","M","37.3","80.2","329","285",,"CmRaAAAApp4T4_otXWwA7zxa8-g0JTu83EzTDM4XKDSGR8gBU6UfVPKislJsPYxq4csuDihnON88GZGvfKX9v3k4yWYiZIOCpzSBxbpGO0XboaGCW4kj6cHNGYkPdCDakjgsgSzNEhDTARne6VuJBYYo1VGuQ8-XGhQ_au7HHSaaI0j8qpponwa3Y9cM1g"
"ChIJbzwbn0jrX0gRoDqzZOQTdDI","Colaiste Ailigh, Letterkenny, Co Donegal","Colaiste Ailigh","127","33","M","55.6","82.9","131","141",,
"ChIJ8brukBaJW0gRyAEIiYw-ANQ","Colaiste an Eachreidh, Athenry, Co Galway","Coláiste an Eachréidh","140","358","M","54.1","73.5","94","84",,
"ChIJY0rVWBmbREgRsQtdmJHny3w","Colaiste An Phiarsaigh, Glanmire, Co Cork (B)","Coláiste an Phiarsaigh","26","17","M","73.7","99","264","286","15.4",
"ChIJ9f4d2CmOREgR-jvVpdLinTo","Colaiste an Spioraid Naoimh, Bishopstown, Cork","Coláiste an Spioraid Naoimh","84","53","B","61.5","95.9","708","0","15.2",
"ChIJk91_awc8RUgRJK9dvGcUY-Y","Colaiste Bhreanainn, Killarney, Co Kerry","St. Brendan’s College","296","354","B","40.6","86.4","660","0","15.3","CmRaAAAA61Vw4pyRLlkpAyMDd55yfoM3_8CEClNTC1cn8cyBnd7DluB3VwpUB_TjLXrpsEz5tkpRL_jC-caRZYHhInu_JnUZd6NulTITVpxbpf9v3Gd8h8uBa-mIrRGstLWTJDs_EhDGqMKUG1mWQ5Sy_iPw6vYsGhSZyGYtcCJZWEwAryCqz6kUVb-W3Q"
"ChIJDxz5XWTwZ0gRAUKI_J5K6ac","Colaiste Bhride, Carnew, Co Wicklow","Coláiste Bhríde","325","352","M","38.9","79.1","402","424",,"CmRaAAAAaY4X5hfgpUQ49i5Hf1lnPQD0LiNbS7KJIh_30wnfzqofZ5TtDSXRmePheYmfEZNosVisrUKKEonIune-BsZUxt3bIOf9Ca4Wv0akxOKzAc2kHRPS_GiLCLtkVIRfzMQCEhAzCzeX9qgIDxL71AMXiYNcGhT_suCviytHKnqv6ZbgkkMFvsENbw"
"ChIJp8I9dY0AaEgRbGeWqnWlz34","Colaiste Bride, Enniscorthy, Co Wexford","Coláiste Bríde, Enniscorthy","288","357","G","41","74.5","0","668","15","CmRaAAAA5SN9L1V7lDom0ZCKPIJowkyMY7SNdvcmMYo8fRs_rVy_w4EtrJQVyKYP0d7c4rPSUEtXP92PYuQoCnNWlzDUT9hAx6KL2s9xGse1G5xZgTOcorKEnvAIRSqdqaD7cOoYEhA_d8YlxB60jNFXAqVm0L26GhSoBa2VXwESDQyzum2nS0yr248-7A"
"ChIJI7V3BwZPW0gRj7i5GNOrH-c","Colaiste Chiarain, Croom, Co Limerick","Coláiste Chiaráin","227","275","M","45.7","74.4","364","414",,
"ChIJcZe3wUFzZ0gR-MlkjgAeTP0","Colaiste Chilliain, Clondalkin, Dublin 22","Coláiste Chilliain","205","254","M","47.6","79.8","203","190",,"CmRaAAAAgyYwfwigIJzghWGFvkQ4n6WOo6joat5xjrcbzOt5L3x7W2-mdKOLIpG0NW04YIphgcmMWtXa5y99NuNQmDbntK17CTwgVwOx1FiN8d8oCeeulyvM_n8fDPC6KQa-yQQ6EhBPo9Mj337RijyZlNnM0_3cGhQA71_Avl1AwFUMTWXb2yvVPcxPoQ"
"ChIJUWfgx46lXUgR_-vnbJUlvsI","Colaiste Choilm, Tullamore, Co Offaly","Coláiste Choilm","338","321","B","38.4","74.7","618","0","14.5","CmRaAAAA9PQPucvtmRDPdE7zwAZ9Zkkc5r2sD0yBSld1CxXs49GRvvjzuNyFJ7dg5sj-M4jo-Yn50dHBURH5-uNetxSeKI7YYQtG6wz5lj_H7em_AAaZ66uaBcrgyeJOIwQvS9DkEhALnKavJcfwt7HmBKiLGQeMGhS_0P1Olg2AvlmF4t_SjkYWqxvlUg"
"ChIJI7jtUHb9W0gRN2eWK7mt670","Colaiste Cholmain, Claremorris, Co Mayo","Colaiste Cholmain","159","263","B","52.2","89.1","410","0","14.9",
"ChIJjXHcAj9fQ0gRTMIMfsxjtc0","Colaiste Cholmain, Fermoy, Co Cork","St Colmans College","245","188","B","44.2","78.7","442","0","14.3","CmRaAAAAYIcLCPqlX6yodIv4iKS8J9RNb28rRNoOjd-XOkCaH24-V4Ovdh0tQJfk4VujoG0WVMt569lUQd722_VrXmG_nRYrXoyD9caSWbQjl8jjRjvoePuG8ISLOwbWdUOvT4-gEhAHSkZeQbgoTnEbDFqnkAaXGhQ5Rw3AutkubD0PwbjtiKp5HC1dzg"
"ChIJNcxLfPGwW0gRnBg8NnsAZX8","Colaiste Cholmcille, Inverin, Co Galway (G)","Coláiste Cholmcille","216","143","M","47.1","65.7","127","105",,
"ChIJ6exE8wKQREgRt6SP8REj7Z4","Colaiste Chriost Ri, Capwell Rd, Cork","Colaiste Chriost Ri","381",,"B","35","74.8","642","0","15.2","CmRaAAAAuUCIrsXBn25C8PZ0_6TCyPBtK5HlJOdDi1iYJgHCDA02unf69hBkd9ZDL8s5cngehu-122wf-JV4Ye1kjAc0_HuJDDYtYChEik8_8jDTNHw-vk-TxqCcXmZ_AtAUceLpEhDs5HsmvWt5IlLbkfabXofIGhSnBe2Nbl1mH-eSxgreqpLNiQIaYQ"
"ChIJda1041e6W0gRX_CbB_FttHc","Colaiste Chroi Mhuire, Spiddal, Co Galway (G)","Coláiste Chroí Mhuire","63","60","M","64.3","97.5","91","85","10.3",
"ChIJnW4AqP9yZ0gR8XmCOP4oPSc","Colaiste Cois Life, Lucan, Co Dublin","Coláiste Cois Life","40","25","M","68.9","86","353","379",,
"ChIJeZEC7gSQREgRrDJCAzj8lPs","Colaiste Daibheid, An t-Ardan Theas, Cork","Coláiste Daibhéid","143","145","M","53.6","84.3","104","102",,
"ChIJX6wDLaMLZ0gRnFOe7dq6A7A","Colaiste Eanna CBS, Ballyroan, Dublin 16","Coláiste Éanna","364","382","B","36","81.3","612","0","14.9",
"ChIJ9SqB20uWW0gRm6thYvK0pQ0","Colaiste Einde, Threadneedle Rd, Galway","Coláiste Éinde - St. Enda’s College","169","142","M","51.4","86.5","465","295","13.6","CmRaAAAAwa3Q0sKQTNbxKtlW-yDdNMhv4MLzs5e7D4UCX03Tn-0D2ZjF5h4RTucIEWr3dZLN2S46qMLX1MzUrPyLNe2CkKFwrHauiOjp9jn9h-Mpn-tfVbBKlkYUv4NEKgApGjVoEhDXuMqs76rYoURe9JKNL8F8GhQiydzYBFWLdTOO7RYcHXP7w2itRQ"
