,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ChIJ-wGLOMyUX0gRLNBC-RwGIPU","72170H ","Ballybay Community College","-","Cornamucklaglass","Ballybay","Co. Monaghan",,"Ballybay Co Monaghan, Monaghan","Monaghan","72170H ","042-9741093","moyalynch@ballybaycc.ie ","Moya Lynch ","NA","Mixed","NA","No subjects taught through Irish","NA","N","INTER DENOMINATIONAL","Open","151","176","327","54.1295","-6.90279","CmRaAAAAyGQh6wyGPxLn_mat7qy9a3ec264XUDDrNbGt2T3Axo2esTn3DPOBNbSDrEdUis6AsM1-A8-QcpQZ0TFWsk9dUFvYU0QlPvql8dPh0Qq56vYZj55tWuX7Pf3o_jjmNOJqEhCbpv1j0-s0lT0g9yHb6UimGhQaD4Z7LT7UvaUWi4P1M_K80aKMpw","CmRaAAAAyZQBOp6RhauhVEKU7eM4_vI50WvLQ94UaDueGZFuY2n3wj8s9qBtc2gTBZLipJGpv6EQQT_cC4arkGRFe55gvOOYy8mKwhNSwWOZJPtWA71b48iH4POodqphyaDbGa5QEhBJvR49Dve5iXOk4hVwqVUgGhTQq5l5SqXayoMFYnD19GYUbfUbew","CmRaAAAALe_ahjlIALCjl34tpHsF2wtnu4vU6LN2L9mLlaSjKrouw1cYss2cqz2oupgww6SXsNuuVpPhYDZ8FPh1ng08Xb65QR8zNnpSNk1n6RHvKYeGfpJ4tG0LJKkHmY1coGuQEhATH6JcMdWxGsEmL4UZCFxSGhTkMyIUDPmCVzkuiWAdWFd-E-SjJw","CmRaAAAA71I76popQMfOc9jEFf1UWXYil9cyauJpQOR8KGhTau16NJ9Jftfsm01ypBf4eaoEccbX8AbPMFHgGG60TwwN7f5vRbXA7butN8G4yd8mJ6TmeFAKy_1xlO0jf3XILOcKEhCnXpBp7GBvjUMyqtIbJka-GhScIQ80R1H0F0s97g63n1Et5SMfQQ","CmRaAAAA8uV2cGHhe1xWRGYw3bU01iiugHofIWXDsH2rLHGV6EWecOWs4KVR__1QOB152NN5kBbN0S2CKpM9MZ4V2OcXJkP9NGBzubLkKrUKzZUdpz2KaAus9zzFPCYfidj1PBTFEhCcNek3HWOJQ5NaltUKBN2uGhSPYnocQh06MoA5JY1ev-6emAf8cQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ0-ZbYSgaZ0gRapzDD-dG4-E","60010P","Loreto Secondary School Balbriggan","loretobalbriggan.ie","Balbriggan","Co Dublin",,,"Balbriggan, Co Dublin","Dublin","K32R248","18411594","office@loretobalbriggan.ie","MS. ANN M MCDONOUGH","N","Girls","Day","No subjects taught through Irish","N","N","CATHOLIC","Open","1276","0","1276","53.6126","-6.1858",,,,,,,"BT Qualified Projects","An Education Programme Investigating The Physics of Our Amusement Parks","Chemical, Physical & Mathematical Sciences","Ella Cooper, Emma Finnegan","BT Qualified Projects","Investigating the effect of silver nanoparticles on probiotics","Biological and Ecological","Jennifer Bura, Mizna Shahid, Alana-Foy Nicolleau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ00Q8Us0NXkgR6U0m49nshvU","70360C","St Mogues College","stmoguescollege.ie stmoguescollege.ie","Bawnboy","Belturbet","Co Cavan",,"Bawnboy, Belturbet, Co Cavan","Cavan","H14VW13","499523112","info@stmoguescollege.ie","Ann Conaghan","Y","Mixed","Day","No subjects taught through Irish","N","N","INTER DENOMINATIONAL","Open","104","121","225","54.1226","-7.67754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ02RFU5joXUgR3gPXN-d_QJQ","71420W","Castlepollard Community College","stlouiscs.com","Castlepollard","Mullingar","Co Westmeath",,"Castlepollard, Mullingar, Co Westmeath","Westmeath","N91EF89","449661163","admin.ccc@lwetb.ie","Ms Mary Coyle","Y","Mixed","Day","No subjects taught through Irish","N","N","INTER DENOMINATIONAL","Open","132","143","275","53.6749","-7.30506","CmRaAAAArbXqmkJMOmmgUBZ20PfaH59oR0PI5q9WW0n2BNmEsQwhS8qdHFv4ueJb-O65XxJMB8preYw6uTKPBmsZnV2T-KdNsXpzRqYXnVkEDVYU9WnW9Rze6XThdZGsh1gs91IkEhAVNnYUUDoZ7Gi-oyyyPesNGhRM0s_WX4LPEZpe-xtAfL59Zk9mKQ",,,,,,"BT Qualified Projects","Why don’t you drink?","Social and Behavioural Sciences","Megan D’Arcy, Rebecca O’Keeffe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ03NhymWyXEgRXrDLw633-NY","65490L","Abbey School Tipperary","abbeyschool.ie","Station Road","Co. Tipperary",,,"Station Road, Co. Tipperary","Tipperary","E34PD87","6252299","abbeyoffice@eircom.net","MR. JOHN KIELY","N","Boys","Day","No subjects taught through Irish","N","N","CATHOLIC","Open","0","414","414","52.4714","-8.15928","CmRaAAAAn2PIbQtJH5VtFKiCZ6COrV3LE5QB5_3gmqcDMbDMXST9SSRHcrPckufSAsUHYYdI46N5lharos6zK9k17AYKQbblyrmvyaYITCrjAOzvEhDtY-bje6XGmbjOwI_ckLUbEhADj8FXbRtSkbuAkFAQQUOXGhQeS0iRDgcn4HqogdKJKck-L4xkRA","CmRaAAAA5esLOaOQYWjgYYvvi3WiHPJ0nUVQsxVelzN_YVsq1bktebCj3XOqLZYoBgKNZpAkLNJrk0kyqJNCZDk2q-i1b0NAl0ORWELFWNWzZyE97MDlWH6jPY07bibAe9Dc954NEhBwkdlqMHoCH6rUmAbUVeG_GhSoNzbpDgvMlLLMrXPp4lpPDuWrmg",,,,,"2nd place Senior group","The Effects of Non-Selection for Physical Activities on Adolescents’ Mental Well-Being","Social & Behavioural Sciences","Tadhg Carew, Jack Quirke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ07tFM9gIZ0gRd87tXEv6POw","60650F","St. Andrew’s College","sac.ie","Booterstown Ave","Blackrock","Co Dublin ",,"Booterstown Ave, Blackrock, Co Dublin","Dublin","A94XN72","12882785","information@st-andrews.ie","MS. JOAN KIRBY","N","Mixed","Day","No subjects taught through Irish","N","Y","CHURCH OF IRELAND","Open","500","496","996","53.3059","-6.20161","CmRaAAAA9qbs1ihm_M_NmUgdJEEhpsjpekfRIvIg34qwrf4F_4xIVTZh5m0n9ieB73IODc1-yc3kyd0JwqNyLDNwnoHvUtVpQNln7g7G3H0e2VaPncj3tbF7eVyZqwvM89pQ5aNLEhBcYVhIyHtPpx0H2aDmkMDGGhQ3gjp2OoQnIKtf1XLFPlPK6TUmlw",,,,,,"COMREG – Commission for Communications Regulation","Guided Emergency Evacuation for the Visually Impaired","Technology","Yasmin Ryan, Aaron Speer, Oscar Doyle","2nd place Senior individual","What’s the deal with the HPV vaccine?","Social & Behavioural Sciences","Isobel Moloney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19"
"ChIJ0bT9nynsREgR0RPzQpXjR2w","70960D","Coachford Community College","coachfordcollege.ie ",,,,,"Coachford Community College, Glebe, Coachford, Co. Cork","Cork","P12DY92","217334113","coachfordcollege@eircom.net ","Mr Patrick O’Connor ","NA","Mixed","NA","No subjects taught through Irish","NA","N"," INTER DENOMINATIONAL ","Open","304","348","652","51.9119","-8.79348","CmRbAAAA5XAP5I3bbpwBkf5rqmnfnQYtktJ7AxeG0nbcAZM23PsgyNGPM2A7swwmBuSMBsaaFg1sMGjnjcO3_Y3xQswuOssXMDmXCC-hY4SiBCVHaIeNOgrnxNNzzmpkgqMhC3HdEhDhiuT9hFzDXekWVrToSPBiGhRgutVi0qdrFVcYTj5enx_pdZ4yQQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ0dCMsgsIZ0gRNx7T-Ml2U50","60262T","St Laurence College","stlaurencecollege.com","Loughlinstown","Dublin 18",,,"Loughlinstown, Dublin 18","Dublin","D18AK07","12826930","info@stlaurencecollege.com","MR. WILLIAM REDMOND","Y","Mixed","Day","No subjects taught through Irish","N","N","CATHOLIC","Open","147","139","286","53.25","-6.13845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"ChIJ0ddXmiU6Z0gRPOL9oeI9y5w","63860I","Sacred Heart Secondary School","sacredheart.ie ","Sunnyside","Drogheda","Co Louth",,"Sunnyside, Drogheda, Co Louth","Louth","A92K796","419837812","mhoey@sacredheart.ie","MRS. LEONI CARROLL","N","Girls","Day","No subjects taught through Irish","N","N","CATHOLIC","Open","611","0","611","53.7113","-6.34311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ0dn0GNuSX0gRZ8Y05Cgm4so","71220O","Mulroy College","stfinianscollege.ieindex.php","Milford","Letterkenny","Co Donegal",,"Milford, Letterkenny, Co Donegal","Donegal","F92FX36","749153346","mulroycollege@donegaletb.ie","Ms Fiona Temple","Y","Mixed","Day","No subjects taught through Irish","N","N","INTER DENOMINATIONAL","Open","182","270","452","55.0927","-7.70425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ0Q8EmWOzXUgRctAmFki05Hg","91501L","Moate Community School","moatecs.com ","Church Street","Moate","Co Westmeath",,"Church Street, Moate, Co Westmeath","Westmeath","N37DY70","906481350","mcsadmin@eircom.net","MR. THOMAS PATRICK LOWRY","N","Mixed","Day","No subjects taught through Irish","N","N","INTER DENOMINATIONAL","Open","407","410","817","53.3967","-7.72605",,,,,,,"2nd place intermediate group","Fridge Free Freshness","Biological & Ecological Sciences","Thérèse Hamm, Jack O’Donovan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ0UvxNGiRXEgRhL-i6pwtWZY","72440K","Nenagh College","nenaghcollege.ie","Dromin Road","Nenagh","Co Tipperary",,"Dromin Road, Nenagh, Co Tipperary","Tipperary","E45VF51","6731525","mkennedy_1@tipperaryetb.ie","Mr. Damien Kennedy","N","Mixed","Day","Some pupils taught some subjects through Irish","N","N","INTER DENOMINATIONAL","Open","225","172","397","52.8702","-8.20179","CmRaAAAAzbRz1T1WvfGVuVks4W2ppXOS8n-5wOoWxvn22y8aXrfISbPBXwNDmUArgt5YdaqrMJ8hQmPISaswzLgq8XfI4HH4GIM0aFzJLKyxcVV6Gk7Emzb35hY0iWX6VKHfTgb_EhBgV5BhkszURs1gwzE_PqR-GhQoVPz2yH1rGUoT0y8TUNDFqZ-8ZA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ0WqCvooLZ0gRRU8sPZkXj8E","76092K","Presentation Community College Terenure CDETB","presentationcollege.ie","Terenure Park","Terenure","Dublin  6 W",,"Terenure Park, Terenure, Dublin 6 W","Dublin","D6WCP28","14902404","info@pct.cdetb.ie","Mr Darrell Darcy","N","Mixed","Day","No subjects taught through Irish","N","N","CATHOLIC","Open","316","14","330","53.311","-6.2868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ0ydEOUGyXkgRpKDo3w1fmJU","76334I","St Joseph’s Community College Mayo","sjcc.ie","Charlestown","Mayo",,,"Charlestown, Mayo","Mayo","F12WE19",,"info@sjcc.ie","John Killeen","N","Mixed","Day","No subjects taught through Irish","N","N","CATHOLIC","Open","69","74","143","53.9603","-8.80142","CmRaAAAAE09g9igNJ-uiVhr_1x9IsHiNZjrUcH4vq66iBX3a1VRo0tD4_fB4VIfSjQMhFMUUhWLBPQ7YC13jJ2kQHV9PgpT3nd-IEFkvm28gH04tRmlo7scurqvn2e5lrQllNZiGEhCogfM5wpnXCRJ7LMetRIvfGhRfl1LMkYma3xgu2GTLVfrF9NyjQg","CmRaAAAAf3DV2nXiIOMIpTXbPNbkEBZ7l2SNM8I0UwH6FZmppRXRXvdYoYnas_Midvj_wpDy910T2LQ2XpK1R6kxVwHJyOL-_EInW_5ZTOk80V_4B-ctcPEYuLuqfg6rM_9ifQdAEhB9K05AzdPRCpJOVnQXLVGTGhQXMnYR5CQFg2h5qCM-NCJjnyPWHQ","CmRaAAAABHCOCRGAg2tiqG_AiMqxj9OtEELT6UuefhRurBl5p4hwvvdGPEHxQnDGij7BRgPSD0DIW7DiDshIbC8GwEickPiwPJNCrqPZuHJtAeSjVLNXuBwpqQ7zyzuvt1BJIwNvEhCKss-4MByXMk6PxviBl5M3GhRLBn00CXS70ZtK_r5Om-nYHUwVhA","CmRaAAAAl__ETtEmPzeavwC6E1qKaDywD2uSHN3HsWp6qkYYuTbaVHS9E0TntXkdzudCes5LiiJB296U7EQ6SjDRVxdtqgkk7xQJNT0k1Tq_l9Se0-IZ_KQTHqUJJ09DdGu8UYUDEhClXgnTKTbsg3OZOSI_62hZGhSSTmxEXHQ9ORVUzo78cyvgt60zew","CmRaAAAACSAaiOliouNcoNhd8A5YwV31ulpULbiUEbNmaZ_Q4rxx_Us8lGTkIWpPMdviXha9Q_8OXQKHuE53fCeL3hLlehwtr-COiJoqsqzIsiXtQZWX0ksZ9cuieMIRBdk9gpG1EhDX1NUtmGG4ZGcIC6mZxrlWGhRRTkZo0leXGgPyRDAQKv_URiLk_g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
"ChIJ10vB4dkLZ0gRBcPziDuiG0w","91305L","Ballinteer Community School","ballinteercs.ie","Ballinteer","Dublin 16",,,"Ballinteer, Dublin 16","Dublin","D16XF79","12988195","admin@ballinteercs.ie","MR. DAVID O'CONNELL","Y","Mixed","Day","No subjects taught through Irish","N","N","INTER DENOMINATIONAL","Open","182","238","420","53.2809","-6.26066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"ChIJ150bjzQKZ0gRM_EOnupsooE","60320H","St. Columba’s College","stcolumbas.ie","Whitechurch","Dublin 16",,,"Whitechurch, Dublin 16","Dublin","D16CH92","14906791","admin@stcolumbas.ie","MARK TREMAYNE BOOBBYER","N","Mixed","Mixed","No subjects taught through Irish","N","Y","CHURCH OF IRELAND","Open","133","174","307","53.2665","-6.26881","CmRaAAAAmr0CGCaZ1gjUNT8rSf9lAxq13AlfPED5IFokEHxC4ONht1g9216wI3FEfnFk_4ZXUXw0nEOlKTO5xH1pHJoTFc8AvsIvNID-zD7NB9dnDsYzXjAAywdDsXPSKeLv7_oBEhBg2lrtSC0cMa0EQ9Baz-W-GhTk0Gns66hgPl9fJJWiOqv34Udu5w","CmRaAAAAQ-EjMjVUrJAdkltKcPmyhNloAskXt11d7ZZTKtgLzlRPqYE5DqTWoOGkNZKMA-v6jC_HTSb8OBKwz_FgX-wyGa2CT2UmRLDmEjPUlIofzs1EdR5w4heYDgntbbg0OLc_EhDv_B8hqhBcaENIY3Ug4S47GhQe2VcgeeYNKIN9Q_kq8joy0Ti8XQ","CmRaAAAAjgSPxqbO5GvsJ4Q77Fh4qDBoe7-BkmwnNh_r8INooQEUIIIkPZTBNGwFhozEMXIyPMtcJPNDim_Ctm2m40epHnnRH8KepAZwVQIpWBVsxViJ1Hsx56XQm1UPyoFuOQTtEhDmf9KnGmHidxBY70Si5cXKGhRW2ORaZ33Cs5OUgbeaa8e9FxX76A","CmRaAAAABtl6ZzrqjNRiaEnkolqSbt51iwB1o7pP9RZDvISsuEVRQ_amjp87DdYfsYIXKKVlHZU3_SwIfHhHowxaG8qq_RnsDGYYJi8ha3QTsr5HUBvdC7aCPK4qA1CZ5fzNKTS6EhDOIaghi3vtskyZrXwl1FmjGhS4_isC6NpRmbunplI7s6N4KxN6JQ","CmRaAAAAAWKHy7cvVRzkejbJgt1NODYQxs_DzHQPRZRpbDBrVyyX3ZL9l7XbDSZciyYnF07jCkCJLDlhZIMKf93uz56t23YZo4uCZh0W7aO8yQ8S7Odq2C4KgtTqhRcGH_X8U6ggEhBZU7VhPxKSRsvqEZAJH9bkGhRNyXNB9owGgDyMcHuKwYKn5tfUdg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"ChIJ1ckK7SWyYEgRi-2L4VTYMJw","64750G","Patrician High School","patricianhighschool.ie ","Carrickmacross","Co. Monaghan",,,"Carrickmacross, Co. Monaghan","Monaghan","A81X256","429661525","admin@patricianhighschool.ie","MR. PATRICK DUFFY","N","Boys","Day","No subjects taught through Irish","N","N","CATHOLIC","Open","0","536","536","53.9828","-6.71591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0"
